CaseID,FIRNumber,CrimeType,CrimeCategory,District,PoliceStation,Latitude,Longitude,Date,Time,Severity,Status,VictimID,SuspectID,Weapon,RepeatOffender,GangID,EstimatedLoss
4395,FIR-104394,Drug Trafficking,Organized Crime,Mysuru,Ramagundam PS,12.324735576901652,76.64405661112983,2024-12-23,21:30:03,High,Closed,20260,7508,Unknown,False,169,74107
4396,FIR-104395,Domestic Violence,Social Crime,Bengaluru Urban,Shimoga PS,12.93777719558739,77.60330289235995,2024-09-15,13:33:59,Medium,Closed,1545,2150,Knife,True,37,385381
4397,FIR-104396,Burglary,Property Crime,Mysuru,Jabalpur PS,12.337200252013037,76.69853484964985,2025-01-27,10:07:48,High,Chargesheet Filed,6411,4818,None,False,80,469849
4398,FIR-104397,Murder,Violent Crime,Mysuru,Haridwar PS,12.311592220419412,76.70077029169606,2025-01-26,02:30:09,Low,Open,5330,669,Blunt Object,True,94,215033
4399,FIR-104398,Assault,Violent Crime,Dakshina Kannada,Solapur PS,12.957364705694017,74.78271221995892,2026-05-09,19:57:24,Medium,Under Investigation,17996,4359,Unknown,False,8,57526
4400,FIR-104399,Murder,Violent Crime,Mysuru,Raebareli PS,12.36303690957596,76.64926951183638,2025-05-17,10:28:12,Low,Chargesheet Filed,21837,5786,Gun,True,17,26909
4401,FIR-104400,Burglary,Property Crime,Dakshina Kannada,Madurai PS,12.925115458364404,74.8594209082128,2025-06-27,14:13:39,High,Open,2073,1999,Gun,False,62,202612
4402,FIR-104401,Kidnapping,Violent Crime,Dakshina Kannada,Barasat PS,12.898734289398833,74.79418161213631,2024-11-08,06:07:02,Low,Chargesheet Filed,3240,6945,None,True,150,43803
4403,FIR-104402,Kidnapping,Violent Crime,Dakshina Kannada,Nellore PS,12.88181298980617,74.88688670263004,2026-05-20,15:20:22,High,Under Investigation,10624,7338,Knife,False,248,250837
4404,FIR-104403,Domestic Violence,Social Crime,Bengaluru Urban,Danapur PS,12.986687127349528,77.61639016666877,2026-01-18,06:10:24,Medium,Under Investigation,22046,5560,Unknown,False,43,176520
4405,FIR-104404,Theft,Property Crime,Mysuru,Jamshedpur PS,12.361789977806207,76.65150070864345,2026-02-13,03:11:38,Medium,Chargesheet Filed,16187,249,Knife,False,249,44861
4406,FIR-104405,Assault,Violent Crime,Dakshina Kannada,Nashik PS,12.92033802569458,74.8144000629769,2024-10-18,19:46:29,High,Under Investigation,2510,1909,Blunt Object,True,214,323974
4407,FIR-104406,Domestic Violence,Social Crime,Bengaluru Urban,Guna PS,12.896925923257784,77.6355636908892,2025-10-20,21:45:46,Medium,Under Investigation,3572,420,Gun,False,231,98475
4408,FIR-104407,Theft,Property Crime,Dakshina Kannada,Tezpur PS,12.963873988236077,74.89789390483251,2025-01-08,05:53:45,Low,Closed,23484,6987,None,True,207,96800
4409,FIR-104408,Domestic Violence,Social Crime,Mysuru,Barasat PS,12.29136826967522,76.63803364628319,2024-08-09,10:13:01,Medium,Open,14222,5119,Unknown,True,160,276245
4410,FIR-104409,Burglary,Property Crime,Mysuru,Sikar PS,12.345700329888572,76.63584576305678,2025-07-12,22:47:09,Low,Chargesheet Filed,17676,2709,Unknown,False,216,266735
4411,FIR-104410,Assault,Violent Crime,Bengaluru Urban,Shimla PS,13.03135187470517,77.56366995207584,2025-08-22,17:39:28,Low,Chargesheet Filed,16110,1571,Unknown,True,174,466856
4412,FIR-104411,Assault,Violent Crime,Mysuru,Madhyamgram PS,12.355934698561734,76.61094636812645,2025-10-19,17:27:58,Low,Open,6576,1598,Blunt Object,True,194,19791
4413,FIR-104412,Cyber Crime,Cyber Crime,Dakshina Kannada,Ichalkaranji PS,12.887373507373857,74.91847823110469,2025-03-28,13:53:53,Medium,Chargesheet Filed,21941,783,Blunt Object,True,14,11569
4414,FIR-104413,Theft,Property Crime,Bengaluru Urban,Kochi PS,12.984457013874051,77.59663849649732,2026-05-15,02:16:08,Medium,Chargesheet Filed,21170,397,Blunt Object,False,108,59385
4415,FIR-104414,Domestic Violence,Social Crime,Mysuru,Nangloi Jat PS,12.306174173737155,76.59890038399028,2026-07-16,20:15:55,Medium,Closed,6174,6577,Gun,False,72,198896
4416,FIR-104415,Burglary,Property Crime,Bengaluru Urban,Aizawl PS,13.014237020389068,77.61076830539409,2026-02-08,19:59:30,High,Under Investigation,3212,5528,Blunt Object,True,67,63959
4417,FIR-104416,Theft,Property Crime,Bengaluru Urban,Varanasi PS,13.022516331516622,77.60989558869264,2024-10-13,06:25:09,Low,Open,21808,7060,Blunt Object,False,4,352621
4418,FIR-104417,Domestic Violence,Social Crime,Dakshina Kannada,Srinagar PS,12.963878874016881,74.88926578869113,2025-12-21,22:34:05,Low,Chargesheet Filed,2543,1681,Unknown,True,128,80994
4419,FIR-104418,Drug Trafficking,Organized Crime,Mysuru,Shimla PS,12.32030970197948,76.69421714879978,2025-05-22,09:26:14,Medium,Under Investigation,23564,7951,Blunt Object,True,7,417282
4420,FIR-104419,Cyber Crime,Cyber Crime,Dakshina Kannada,Uluberia PS,12.951015636837,74.86925424270939,2026-07-23,16:13:02,High,Closed,17380,7207,None,True,24,108757
4421,FIR-104420,Cyber Crime,Cyber Crime,Dakshina Kannada,Rohtak PS,12.84570354132441,74.91391138185418,2026-06-01,02:44:24,Low,Open,18094,5637,Blunt Object,False,10,112404
4422,FIR-104421,Kidnapping,Violent Crime,Mysuru,Nellore PS,12.230497352504171,76.57005332980336,2026-01-18,03:40:12,Medium,Chargesheet Filed,16846,2155,None,False,231,412243
4423,FIR-104422,Domestic Violence,Social Crime,Dakshina Kannada,Jabalpur PS,12.973111221107185,74.92212610693521,2024-08-31,18:16:28,Medium,Closed,17263,2211,None,True,185,241750
4424,FIR-104423,Murder,Violent Crime,Mysuru,Alappuzha PS,12.375218866145355,76.65458999539969,2025-10-23,02:25:12,High,Open,18089,7264,Gun,True,97,356479
4425,FIR-104424,Murder,Violent Crime,Bengaluru Urban,Pimpri-Chinchwad PS,12.931894250655793,77.52464772948996,2025-11-19,03:01:57,High,Chargesheet Filed,11604,4518,Blunt Object,False,150,308029
4426,FIR-104425,Drug Trafficking,Organized Crime,Mysuru,Karaikudi PS,12.287542440888824,76.62619187899477,2025-06-16,13:24:22,High,Chargesheet Filed,16780,3424,Gun,True,210,481537
4427,FIR-104426,Theft,Property Crime,Mysuru,Mango PS,12.309479916192346,76.68263061820531,2026-01-22,01:27:31,Low,Chargesheet Filed,17898,4985,Blunt Object,False,209,363849
4428,FIR-104427,Robbery,Property Crime,Dakshina Kannada,Machilipatnam PS,12.868013694225032,74.80392356676077,2024-07-25,01:54:11,High,Chargesheet Filed,16733,6081,None,True,173,174557
4429,FIR-104428,Theft,Property Crime,Bengaluru Urban,Bongaigaon PS,13.041173605573835,77.5153858582454,2025-02-25,07:00:11,High,Closed,2703,1913,Gun,False,186,456213
4430,FIR-104429,Kidnapping,Violent Crime,Mysuru,Tadipatri PS,12.334849589337848,76.57022865040494,2025-09-29,19:29:15,Medium,Chargesheet Filed,6794,3539,Blunt Object,False,127,2168
4431,FIR-104430,Burglary,Property Crime,Dakshina Kannada,Bangalore PS,12.879939732716776,74.862657528735,2024-12-04,16:26:34,High,Open,17987,4001,Knife,True,11,400799
4432,FIR-104431,Murder,Violent Crime,Bengaluru Urban,Raipur PS,13.004276093837895,77.53619498817321,2026-01-02,23:25:14,Low,Under Investigation,11948,947,None,True,175,236516
4433,FIR-104432,Burglary,Property Crime,Dakshina Kannada,Dewas PS,12.858485633320367,74.83563262290401,2025-12-21,10:03:30,High,Under Investigation,11697,1450,Knife,False,231,487193
4434,FIR-104433,Domestic Violence,Social Crime,Mysuru,Mira-Bhayandar PS,12.277298551480806,76.68770826702996,2026-06-28,12:04:18,Low,Chargesheet Filed,13528,594,Knife,False,143,260746
4435,FIR-104434,Murder,Violent Crime,Mysuru,Dehri PS,12.352714563778768,76.56044640010265,2025-08-15,15:19:49,Low,Closed,11722,829,Gun,False,84,347538
4436,FIR-104435,Robbery,Property Crime,Dakshina Kannada,Raichur PS,12.912651589946934,74.85583484592041,2025-12-17,05:04:52,Low,Chargesheet Filed,16120,6234,Gun,True,242,81527
4437,FIR-104436,Murder,Violent Crime,Dakshina Kannada,Etawah PS,12.873097327749406,74.93483760660648,2025-07-01,14:41:52,Low,Under Investigation,14675,5117,Unknown,False,81,277074
4438,FIR-104437,Drug Trafficking,Organized Crime,Bengaluru Urban,Jorhat PS,12.900044813302577,77.5337191445431,2024-08-23,16:55:33,Low,Open,4981,2255,Blunt Object,False,78,115823
4439,FIR-104438,Murder,Violent Crime,Dakshina Kannada,Bhiwandi PS,12.985393449017959,74.88752891635184,2026-06-14,21:35:07,Low,Open,15159,4291,Blunt Object,False,163,92082
4440,FIR-104439,Theft,Property Crime,Mysuru,Ramagundam PS,12.278536157878081,76.70942048543941,2024-08-20,20:44:49,Medium,Open,4830,1730,Knife,False,250,289614
4441,FIR-104440,Theft,Property Crime,Bengaluru Urban,Sagar PS,12.977467080996423,77.54141861650794,2025-01-28,20:06:05,Low,Under Investigation,4356,1992,Blunt Object,False,149,46737
4442,FIR-104441,Domestic Violence,Social Crime,Mysuru,Thane PS,12.294621754200946,76.61318306623141,2026-07-01,12:46:03,Low,Chargesheet Filed,14776,1165,Blunt Object,True,28,402766
4443,FIR-104442,Murder,Violent Crime,Mysuru,Hyderabad PS,12.267653850388228,76.65837420380713,2024-12-29,05:56:52,Low,Closed,20924,3855,Unknown,True,173,350177
4444,FIR-104443,Fraud,Financial Crime,Bengaluru Urban,Saharanpur PS,13.00325267635722,77.62678439838099,2025-12-31,04:39:52,High,Under Investigation,8368,3446,None,False,55,261421
4445,FIR-104444,Robbery,Property Crime,Dakshina Kannada,Kanpur PS,12.867097664136383,74.81201243958539,2025-04-16,19:55:02,Medium,Closed,4986,7995,Gun,False,169,107121
4446,FIR-104445,Fraud,Financial Crime,Dakshina Kannada,Allahabad PS,12.904688273782815,74.9208095079851,2024-12-13,14:22:12,High,Chargesheet Filed,11752,1564,Blunt Object,False,79,165697
4447,FIR-104446,Robbery,Property Crime,Dakshina Kannada,Vijayawada PS,12.970277246368997,74.86437842159296,2026-07-02,14:50:50,Medium,Open,9340,4038,Knife,False,85,248823
4448,FIR-104447,Drug Trafficking,Organized Crime,Mysuru,Bidar PS,12.264188766442924,76.71239821848536,2025-04-02,07:47:16,Medium,Chargesheet Filed,15699,3421,Gun,False,166,295000
4449,FIR-104448,Domestic Violence,Social Crime,Dakshina Kannada,Chennai PS,12.940683691828868,74.90095490715558,2025-01-05,13:04:20,Medium,Open,3685,2718,Knife,True,3,129234
4450,FIR-104449,Assault,Violent Crime,Mysuru,Pune PS,12.344178224984242,76.60195130885677,2026-01-24,10:21:40,Low,Closed,17705,1899,Unknown,False,158,484998
4451,FIR-104450,Assault,Violent Crime,Mysuru,Guntakal PS,12.315677307211415,76.61608156795616,2024-09-11,10:03:37,Low,Under Investigation,19231,7390,Knife,True,111,184313
4452,FIR-104451,Kidnapping,Violent Crime,Mysuru,Indore PS,12.285597971101827,76.68182852548915,2025-01-20,00:32:02,High,Chargesheet Filed,24528,6788,Unknown,False,231,441422
4453,FIR-104452,Murder,Violent Crime,Mysuru,Kanpur PS,12.345339732396607,76.58410205041325,2024-09-12,23:26:43,Low,Chargesheet Filed,22580,7901,Knife,False,234,150733
4454,FIR-104453,Cyber Crime,Cyber Crime,Dakshina Kannada,Yamunanagar PS,12.864143626000853,74.80911821280432,2025-07-25,02:48:12,Medium,Under Investigation,13445,4566,None,True,86,114331
4455,FIR-104454,Assault,Violent Crime,Dakshina Kannada,Vasai-Virar PS,12.8469545659008,74.90214624995777,2024-09-09,04:10:47,High,Open,13365,56,Unknown,True,21,362316
4456,FIR-104455,Robbery,Property Crime,Bengaluru Urban,Serampore PS,12.996376862624267,77.56714554875994,2025-11-08,16:21:50,Medium,Under Investigation,14819,7537,Knife,True,164,309844
4457,FIR-104456,Theft,Property Crime,Mysuru,Hindupur PS,12.29979736255116,76.61005535984859,2025-10-30,10:54:19,Medium,Closed,18028,1852,None,False,181,92746
4458,FIR-104457,Robbery,Property Crime,Dakshina Kannada,Machilipatnam PS,12.85706021324593,74.82089265907312,2025-08-26,07:08:46,Medium,Under Investigation,10654,3000,Unknown,True,57,300450
4459,FIR-104458,Fraud,Financial Crime,Bengaluru Urban,Bhusawal PS,12.990343411793601,77.63800584436073,2026-01-02,05:13:58,High,Closed,3121,3233,Knife,True,197,476417
4460,FIR-104459,Robbery,Property Crime,Bengaluru Urban,Ratlam PS,13.044104551164347,77.55410672090535,2025-12-20,13:15:47,Low,Chargesheet Filed,24722,6140,None,True,136,151193
4461,FIR-104460,Murder,Violent Crime,Mysuru,Shimoga PS,12.283267400594028,76.70273511963187,2025-06-19,23:57:47,High,Under Investigation,20534,322,None,True,55,258125
4462,FIR-104461,Drug Trafficking,Organized Crime,Mysuru,Tenali PS,12.328123248182447,76.68846766050176,2026-06-22,15:18:11,Low,Under Investigation,21763,3594,Knife,True,155,16410
4463,FIR-104462,Burglary,Property Crime,Dakshina Kannada,Jamalpur PS,12.972069244794843,74.84242593662337,2024-08-04,12:04:10,Medium,Closed,7000,7443,Blunt Object,False,40,144490
4464,FIR-104463,Drug Trafficking,Organized Crime,Dakshina Kannada,Bhilai PS,12.931365334439755,74.88726984618212,2026-06-18,15:36:44,Medium,Chargesheet Filed,9656,6721,Knife,False,192,187373
4465,FIR-104464,Burglary,Property Crime,Bengaluru Urban,New Delhi PS,12.893178972217148,77.58875878161942,2024-08-25,13:18:51,Medium,Closed,8403,5529,Blunt Object,False,250,66861
4466,FIR-104465,Kidnapping,Violent Crime,Bengaluru Urban,New Delhi PS,13.04228516158373,77.61864561440495,2024-09-21,01:18:09,High,Closed,3817,4882,Knife,False,70,11883
4467,FIR-104466,Kidnapping,Violent Crime,Bengaluru Urban,Imphal PS,12.900437676458553,77.65065186172258,2024-12-19,05:20:07,Medium,Open,17698,5238,None,True,112,232740
4468,FIR-104467,Assault,Violent Crime,Dakshina Kannada,Mysore PS,12.933902281676392,74.92849498188149,2025-02-04,17:38:46,Medium,Under Investigation,12205,818,Unknown,False,8,428987
4469,FIR-104468,Kidnapping,Violent Crime,Bengaluru Urban,Gandhinagar PS,12.925725858411075,77.65322639826971,2024-12-21,07:32:17,High,Closed,21287,3196,None,False,47,390207
4470,FIR-104469,Murder,Violent Crime,Bengaluru Urban,Nashik PS,12.904553044640828,77.52843354348232,2025-02-06,06:04:04,Low,Chargesheet Filed,13266,1382,None,False,114,242984
4471,FIR-104470,Murder,Violent Crime,Bengaluru Urban,Varanasi PS,12.893029126067354,77.59720861159762,2026-02-18,08:52:48,Medium,Open,5702,4666,Knife,False,107,37138
4472,FIR-104471,Robbery,Property Crime,Mysuru,Vijayawada PS,12.261061576571386,76.71525406006117,2024-12-10,09:46:41,Low,Under Investigation,23759,6932,Gun,False,236,483257
4473,FIR-104472,Domestic Violence,Social Crime,Dakshina Kannada,Phagwara PS,12.843740229318291,74.85319335583826,2025-07-24,08:59:55,Medium,Under Investigation,6696,1952,None,False,166,115499
4474,FIR-104473,Kidnapping,Violent Crime,Mysuru,Surat PS,12.306771343146746,76.64730011189539,2025-05-28,22:17:41,Medium,Closed,18084,1828,None,True,138,357572
4475,FIR-104474,Robbery,Property Crime,Bengaluru Urban,Pimpri-Chinchwad PS,13.040792484471178,77.54066987772899,2026-05-07,05:23:22,Low,Under Investigation,12302,778,None,True,215,107736
4476,FIR-104475,Robbery,Property Crime,Mysuru,Bharatpur PS,12.289677458698046,76.59632014588759,2025-04-07,04:55:06,Low,Under Investigation,3815,3109,Knife,True,47,428490
4477,FIR-104476,Robbery,Property Crime,Mysuru,Dhanbad PS,12.36251214695892,76.57022578080117,2026-03-23,12:00:25,Medium,Chargesheet Filed,15537,89,Blunt Object,False,130,158473
4478,FIR-104477,Robbery,Property Crime,Mysuru,New Delhi PS,12.228336696412201,76.69992426696463,2024-10-05,04:16:39,Low,Open,20814,7573,Unknown,True,229,280440
4479,FIR-104478,Robbery,Property Crime,Bengaluru Urban,Howrah PS,13.010292179236519,77.55970117183877,2025-04-10,18:07:15,Medium,Under Investigation,19751,7447,Blunt Object,True,89,161270
4480,FIR-104479,Drug Trafficking,Organized Crime,Mysuru,Parbhani PS,12.253682339167485,76.69961844498765,2026-03-05,09:34:55,High,Closed,14142,6057,Blunt Object,False,88,369756
4481,FIR-104480,Theft,Property Crime,Dakshina Kannada,Tirunelveli PS,12.991833276384796,74.82981525553657,2026-04-21,11:01:58,High,Chargesheet Filed,15303,6888,Gun,False,9,249006
4482,FIR-104481,Burglary,Property Crime,Bengaluru Urban,Karnal PS,12.92703918743116,77.51674996985508,2025-12-28,14:55:20,Low,Under Investigation,20547,3310,Blunt Object,True,132,111055
4483,FIR-104482,Robbery,Property Crime,Dakshina Kannada,Rajpur Sonarpur PS,12.874985697200819,74.86706331664783,2024-10-18,03:19:32,Low,Chargesheet Filed,20276,3924,Knife,True,246,123866
4484,FIR-104483,Cyber Crime,Cyber Crime,Mysuru,Jorhat PS,12.372889364680839,76.60051605068593,2025-09-30,08:25:57,Low,Under Investigation,15269,6241,Blunt Object,True,132,31577
4485,FIR-104484,Cyber Crime,Cyber Crime,Dakshina Kannada,Purnia PS,12.905769116700306,74.90474348875821,2025-12-31,22:06:31,High,Open,4071,1688,Unknown,True,176,317121
4486,FIR-104485,Murder,Violent Crime,Bengaluru Urban,Gangtok PS,12.918768890076624,77.64624202496363,2025-01-09,09:43:26,Low,Open,20397,6734,Knife,True,99,155099
4487,FIR-104486,Drug Trafficking,Organized Crime,Dakshina Kannada,Proddatur PS,12.904563772127172,74.88801763694177,2026-05-03,00:19:04,High,Open,2995,770,Unknown,False,45,296057
4488,FIR-104487,Burglary,Property Crime,Dakshina Kannada,Rajkot PS,12.850201022856993,74.82490065445006,2025-12-22,14:17:20,Medium,Open,13953,3329,Knife,True,84,372770
4489,FIR-104488,Kidnapping,Violent Crime,Mysuru,Pune PS,12.29349522548719,76.58185007701262,2026-04-28,04:57:33,Low,Under Investigation,10681,4283,Blunt Object,False,216,202596
4490,FIR-104489,Drug Trafficking,Organized Crime,Dakshina Kannada,Hosur PS,12.84488376518035,74.8254824011054,2025-04-16,20:27:45,High,Chargesheet Filed,20335,7089,Unknown,False,104,392538
4491,FIR-104490,Kidnapping,Violent Crime,Dakshina Kannada,Dindigul PS,12.9901722940266,74.91409448730786,2025-01-14,04:25:56,High,Under Investigation,23021,4954,Unknown,True,67,384611
4492,FIR-104491,Theft,Property Crime,Bengaluru Urban,Akola PS,13.023663239436713,77.63206911754102,2026-01-27,21:21:02,Medium,Under Investigation,20078,3173,Unknown,True,237,200603
4493,FIR-104492,Domestic Violence,Social Crime,Mysuru,Guna PS,12.287193586036157,76.57171884873978,2025-04-03,23:06:34,Medium,Closed,17733,1347,Unknown,False,171,9138
4494,FIR-104493,Domestic Violence,Social Crime,Mysuru,Bhopal PS,12.256068020423585,76.71419776369572,2024-10-15,12:51:52,Medium,Chargesheet Filed,13812,7432,Unknown,False,189,491504
4495,FIR-104494,Kidnapping,Violent Crime,Bengaluru Urban,Pimpri-Chinchwad PS,12.984538949379543,77.58994231606613,2025-10-09,11:45:47,High,Closed,2747,2391,Unknown,True,87,81769
4496,FIR-104495,Murder,Violent Crime,Mysuru,Salem PS,12.254824336539732,76.6160662550008,2024-11-18,01:11:56,Low,Under Investigation,19760,3851,Knife,True,190,70788
4497,FIR-104496,Theft,Property Crime,Mysuru,Imphal PS,12.321479555303739,76.62294406212246,2026-02-05,13:28:56,High,Chargesheet Filed,22634,1167,None,False,37,135988
4498,FIR-104497,Cyber Crime,Cyber Crime,Bengaluru Urban,Bathinda PS,13.026507526892596,77.51791455274392,2025-11-09,01:16:02,Low,Closed,12627,6371,None,True,111,456549
4499,FIR-104498,Kidnapping,Violent Crime,Dakshina Kannada,Tiruchirappalli PS,12.899099623052138,74.79949224676072,2025-07-23,02:15:44,High,Closed,23309,4538,Unknown,True,122,126483
4500,FIR-104499,Kidnapping,Violent Crime,Bengaluru Urban,Tenali PS,12.950117385826102,77.62462771157463,2024-08-22,12:31:24,Medium,Open,13467,6051,Knife,True,9,360991
4501,FIR-104500,Drug Trafficking,Organized Crime,Mysuru,Vijayanagaram PS,12.275491128387054,76.5959113709195,2026-02-05,07:02:28,Low,Chargesheet Filed,22814,1495,Knife,True,222,338579
4502,FIR-104501,Assault,Violent Crime,Bengaluru Urban,Karawal Nagar PS,12.945367780415053,77.64052436806135,2026-01-28,23:13:09,High,Open,2861,7812,Unknown,True,245,400251
4503,FIR-104502,Kidnapping,Violent Crime,Dakshina Kannada,Siwan PS,12.912789002885921,74.81280270782533,2024-07-30,14:17:38,Low,Under Investigation,5648,4182,Gun,False,210,300451
4504,FIR-104503,Fraud,Financial Crime,Dakshina Kannada,Amritsar PS,12.930000642467197,74.9136296058432,2024-10-23,17:10:05,High,Closed,23278,4741,Knife,True,65,300504
4505,FIR-104504,Cyber Crime,Cyber Crime,Bengaluru Urban,Pune PS,12.95328637648836,77.54781278485152,2024-10-17,23:31:37,Low,Open,23116,408,Unknown,True,49,365879
4506,FIR-104505,Assault,Violent Crime,Bengaluru Urban,Kirari Suleman Nagar PS,12.971336593732971,77.61089313983946,2026-02-14,13:24:31,Medium,Open,5915,7118,Unknown,True,8,362456
